"Class","Length","Width","filename","date","lens","meso","block","treatment_n","nutrients.P1","pesticides.P1","nutrients.P2","pesticides.P2","Taxa"
"lepadella",101.8148,55.9522,"s108_18_05_22_x4_cl_data.csv","18/05/2022","x4",108,7,12,"no","yes","yes","yes","lepadella"
"lepadella",88.9733,63.2903,"s108_18_05_22_x4_cl_data.csv","18/05/2022","x4",108,7,12,"no","yes","yes","yes","lepadella"
"lepadella",83.4698,63.2903,"s108_18_05_22_x4_cl_data.csv","18/05/2022","x4",108,7,12,"no","yes","yes","yes","lepadella"
"lepadella_abun",109.1527,37.6073,"s108_18_05_22_x4_cl_data.csv","18/05/2022","x4",108,7,12,"no","yes","yes","yes","lepadella"
"lepadella_abun",140.3392,65.1248,"s108_18_05_22_x4_cl_data.csv","18/05/2022","x4",108,7,12,"no","yes","yes","yes","lepadella"
"lepadella_abun",99.9802,59.6213,"s108_18_05_22_x4_cl_data.csv","18/05/2022","x4",108,7,12,"no","yes","yes","yes","lepadella"
"lepadella_abun",99.9802,79.8008,"s108_18_05_22_x4_cl_data.csv","18/05/2022","x4",108,7,12,"no","yes","yes","yes","lepadella"
"lepadella_abun",92.6423,50.4488,"s108_18_05_22_x4_cl_data.csv","18/05/2022","x4",108,7,12,"no","yes","yes","yes","lepadella"
"lepadella_abun",94.4767,68.7938,"s108_18_05_22_x4_cl_data.csv","18/05/2022","x4",108,7,12,"no","yes","yes","yes","lepadella"
"lepadella_abun",131.1668,85.3042,"s108_18_05_22_x4_cl_data.csv","18/05/2022","x4",108,7,12,"no","yes","yes","yes","lepadella"
"lepadella_abun",110.9873,48.6142,"s108_18_05_22_x4_cl_data.csv","18/05/2022","x4",108,7,12,"no","yes","yes","yes","lepadella"
"lepadella_abun",125.6633,70.6282,"s108_18_05_22_x4_cl_data.csv","18/05/2022","x4",108,7,12,"no","yes","yes","yes","lepadella"
"lepadella_abun",112.8217,79.8008,"s108_18_05_22_x4_cl_data.csv","18/05/2022","x4",108,7,12,"no","yes","yes","yes","lepadella"
"lepadella_abun",83.4698,41.2762,"s108_18_05_22_x4_cl_data.csv","18/05/2022","x4",108,7,12,"no","yes","yes","yes","lepadella"
"lepadella_abun",105.4838,57.7867,"s108_18_05_22_x4_cl_data.csv","18/05/2022","x4",108,7,12,"no","yes","yes","yes","lepadella"
"lepadella_abun",107.3183,35.7728,"s108_18_05_22_x4_cl_data.csv","18/05/2022","x4",108,7,12,"no","yes","yes","yes","lepadella"
"lepadella_abun",74.2973,55.9522,"s108_18_05_22_x4_cl_data.csv","18/05/2022","x4",108,7,12,"no","yes","yes","yes","lepadella"
"lepadella_abun",94.4767,68.7938,"s108_18_05_22_x4_cl_data.csv","18/05/2022","x4",108,7,12,"no","yes","yes","yes","lepadella"
"lepadella_abun",107.3183,48.6142,"s108_18_05_22_x4_cl_data.csv","18/05/2022","x4",108,7,12,"no","yes","yes","yes","lepadella"
"lepadella_abun",83.4698,46.7797,"s108_18_05_22_x4_cl_data.csv","18/05/2022","x4",108,7,12,"no","yes","yes","yes","lepadella"
"lepadella_abun",81.6352,39.4417,"s108_18_05_22_x4_cl_data.csv","18/05/2022","x4",108,7,12,"no","yes","yes","yes","lepadella"
"lepadella_abun",125.6633,68.7938,"s108_18_05_22_x4_cl_data.csv","18/05/2022","x4",108,7,12,"no","yes","yes","yes","lepadella"
"lepadella_abun",112.8217,52.2833,"s108_18_05_22_x4_cl_data.csv","18/05/2022","x4",108,7,12,"no","yes","yes","yes","lepadella"
"lepadella_abun",98.1458,63.2903,"s108_18_05_22_x4_cl_data.csv","18/05/2022","x4",108,7,12,"no","yes","yes","yes","lepadella"
"lepadella_abun",63.2903,55.9522,"s108_18_05_22_x4_cl_data.csv","18/05/2022","x4",108,7,12,"no","yes","yes","yes","lepadella"
"lepadella_abun",98.1458,70.6282,"s108_18_05_22_x4_cl_data.csv","18/05/2022","x4",108,7,12,"no","yes","yes","yes","lepadella"
"nauplius_abun",228.3953,116.4908,"s108_18_05_22_x4_cl_data.csv","18/05/2022","x4",108,7,12,"no","yes","yes","yes","nauplius"
"nauplius_abun",211.8847,160.5188,"s108_18_05_22_x4_cl_data.csv","18/05/2022","x4",108,7,12,"no","yes","yes","yes","nauplius"
"nauplius_abun",257.7473,114.6563,"s108_18_05_22_x4_cl_data.csv","18/05/2022","x4",108,7,12,"no","yes","yes","yes","nauplius"
"nauplius_abun",296.2717,145.8427,"s108_18_05_22_x4_cl_data.csv","18/05/2022","x4",108,7,12,"no","yes","yes","yes","nauplius"
"nauplius_abun",200.8777,105.4838,"s108_18_05_22_x4_cl_data.csv","18/05/2022","x4",108,7,12,"no","yes","yes","yes","nauplius"
"nauplius_abun",177.0292,107.3183,"s108_18_05_22_x4_cl_data.csv","18/05/2022","x4",108,7,12,"no","yes","yes","yes","nauplius"
"nauplius_abun",160.5188,88.9733,"s108_18_05_22_x4_cl_data.csv","18/05/2022","x4",108,7,12,"no","yes","yes","yes","nauplius"
"nauplius_abun",362.3138,162.3533,"s108_18_05_22_x4_cl_data.csv","18/05/2022","x4",108,7,12,"no","yes","yes","yes","nauplius"
"nauplius_abun",197.2088,103.6492,"s108_18_05_22_x4_cl_data.csv","18/05/2022","x4",108,7,12,"no","yes","yes","yes","nauplius"
"nauplius_abun",217.3882,116.4908,"s108_18_05_22_x4_cl_data.csv","18/05/2022","x4",108,7,12,"no","yes","yes","yes","nauplius"
"nauplius_abun",173.3603,107.3183,"s108_18_05_22_x4_cl_data.csv","18/05/2022","x4",108,7,12,"no","yes","yes","yes","nauplius"
"nauplius_abun",279.7613,123.8287,"s108_18_05_22_x4_cl_data.csv","18/05/2022","x4",108,7,12,"no","yes","yes","yes","nauplius"
"nauplius_abun",173.3603,125.6633,"s108_18_05_22_x4_cl_data.csv","18/05/2022","x4",108,7,12,"no","yes","yes","yes","nauplius"
"nauplius_abun",200.8777,147.6773,"s108_18_05_22_x4_cl_data.csv","18/05/2022","x4",108,7,12,"no","yes","yes","yes","nauplius"
"nauplius_abun",217.3882,118.3252,"s108_18_05_22_x4_cl_data.csv","18/05/2022","x4",108,7,12,"no","yes","yes","yes","nauplius"
"nauplius_abun",162.3533,112.8217,"s108_18_05_22_x4_cl_data.csv","18/05/2022","x4",108,7,12,"no","yes","yes","yes","nauplius"
"nauplius_abun",173.3603,103.6492,"s108_18_05_22_x4_cl_data.csv","18/05/2022","x4",108,7,12,"no","yes","yes","yes","nauplius"
"nauplius_abun",206.3812,125.6633,"s108_18_05_22_x4_cl_data.csv","18/05/2022","x4",108,7,12,"no","yes","yes","yes","nauplius"
"nauplius_abun",232.0643,123.8287,"s108_18_05_22_x4_cl_data.csv","18/05/2022","x4",108,7,12,"no","yes","yes","yes","nauplius"
"nauplius_abun",200.8777,120.1598,"s108_18_05_22_x4_cl_data.csv","18/05/2022","x4",108,7,12,"no","yes","yes","yes","nauplius"
"nauplius_abun",158.6842,92.6423,"s108_18_05_22_x4_cl_data.csv","18/05/2022","x4",108,7,12,"no","yes","yes","yes","nauplius"
"nauplius_abun",171.5257,123.8287,"s108_18_05_22_x4_cl_data.csv","18/05/2022","x4",108,7,12,"no","yes","yes","yes","nauplius"
"keratella_quadrata_abun",178.8638,83.4698,"s108_18_05_22_x4_cl_data.csv","18/05/2022","x4",108,7,12,"no","yes","yes","yes","keratella_quadrata"
"keratella_quadrata_abun",202.7123,149.5118,"s108_18_05_22_x4_cl_data.csv","18/05/2022","x4",108,7,12,"no","yes","yes","yes","keratella_quadrata"
"cyclopoida_abun",586.1227,193.5397,"s108_18_05_22_x4_cl_data.csv","18/05/2022","x4",108,7,12,"no","yes","yes","yes","cyclopoida"
"nauplius",305.4443,200.8777,"s109_18_05_22_x4_cl_data.csv","18/05/2022","x4",109,7,11,"yes","no","yes","yes","nauplius"
"nauplius",160.5188,127.4977,"s109_18_05_22_x4_cl_data.csv","18/05/2022","x4",109,7,11,"yes","no","yes","yes","nauplius"
"lepadella",101.8148,68.7938,"s109_18_05_22_x4_cl_data.csv","18/05/2022","x4",109,7,11,"yes","no","yes","yes","lepadella"
"lepadella",103.6492,68.7938,"s109_18_05_22_x4_cl_data.csv","18/05/2022","x4",109,7,11,"yes","no","yes","yes","lepadella"
"lepadella",103.6492,57.7867,"s109_18_05_22_x4_cl_data.csv","18/05/2022","x4",109,7,11,"yes","no","yes","yes","lepadella"
"lepadella_abun",356.8102,107.3183,"s109_18_05_22_x4_cl_data.csv","18/05/2022","x4",109,7,11,"yes","no","yes","yes","lepadella"
"lepadella_abun",138.5048,83.4698,"s109_18_05_22_x4_cl_data.csv","18/05/2022","x4",109,7,11,"yes","no","yes","yes","lepadella"
"lepadella_abun",167.8568,65.1248,"s109_18_05_22_x4_cl_data.csv","18/05/2022","x4",109,7,11,"yes","no","yes","yes","lepadella"
"lepadella_abun",105.4838,57.7867,"s109_18_05_22_x4_cl_data.csv","18/05/2022","x4",109,7,11,"yes","no","yes","yes","lepadella"
"lepadella_abun",171.5257,138.5048,"s109_18_05_22_x4_cl_data.csv","18/05/2022","x4",109,7,11,"yes","no","yes","yes","lepadella"
"lepadella_abun",320.1202,261.4162,"s109_18_05_22_x4_cl_data.csv","18/05/2022","x4",109,7,11,"yes","no","yes","yes","lepadella"
"nauplius_abun",301.7753,197.2088,"s109_18_05_22_x4_cl_data.csv","18/05/2022","x4",109,7,11,"yes","no","yes","yes","nauplius"
"nauplius_abun",147.6773,79.8008,"s109_18_05_22_x4_cl_data.csv","18/05/2022","x4",109,7,11,"yes","no","yes","yes","nauplius"
"nauplius_abun",175.1947,96.3113,"s109_18_05_22_x4_cl_data.csv","18/05/2022","x4",109,7,11,"yes","no","yes","yes","nauplius"
"nauplius_abun",239.4023,144.0083,"s109_18_05_22_x4_cl_data.csv","18/05/2022","x4",109,7,11,"yes","no","yes","yes","nauplius"
"nauplius_abun",173.3603,142.1738,"s109_18_05_22_x4_cl_data.csv","18/05/2022","x4",109,7,11,"yes","no","yes","yes","nauplius"
"nauplius_abun",213.7192,120.1598,"s109_18_05_22_x4_cl_data.csv","18/05/2022","x4",109,7,11,"yes","no","yes","yes","nauplius"
"nauplius_abun",164.1877,112.8217,"s109_18_05_22_x4_cl_data.csv","18/05/2022","x4",109,7,11,"yes","no","yes","yes","nauplius"
"nauplius_abun",204.5468,127.4977,"s109_18_05_22_x4_cl_data.csv","18/05/2022","x4",109,7,11,"yes","no","yes","yes","nauplius"
"nauplius",178.8638,116.4908,"s11_18_05_22_4x_class_data.csv","18/05/2022","x4",11,1,4,"no","yes","no","no","nauplius"
"nauplius",178.8638,101.8148,"s11_18_05_22_4x_class_data.csv","18/05/2022","x4",11,1,4,"no","yes","no","no","nauplius"
"nauplius",292.6028,199.0433,"s11_18_05_22_4x_class_data.csv","18/05/2022","x4",11,1,4,"no","yes","no","no","nauplius"
"nauplius",151.3462,129.3322,"s11_18_05_22_4x_class_data.csv","18/05/2022","x4",11,1,4,"no","yes","no","no","nauplius"
"lepadella",96.3113,61.4558,"s11_18_05_22_4x_class_data.csv","18/05/2022","x4",11,1,4,"no","yes","no","no","lepadella"
"lepadella",173.3603,123.8287,"s11_18_05_22_4x_class_data.csv","18/05/2022","x4",11,1,4,"no","yes","no","no","lepadella"
"lepadella",105.4838,59.6213,"s11_18_05_22_4x_class_data.csv","18/05/2022","x4",11,1,4,"no","yes","no","no","lepadella"
"lepadella",94.4767,44.9453,"s11_18_05_22_4x_class_data.csv","18/05/2022","x4",11,1,4,"no","yes","no","no","lepadella"
"lepadella",94.4767,55.9522,"s11_18_05_22_4x_class_data.csv","18/05/2022","x4",11,1,4,"no","yes","no","no","lepadella"
"lepadella",103.6492,65.1248,"s11_18_05_22_4x_class_data.csv","18/05/2022","x4",11,1,4,"no","yes","no","no","lepadella"
"lepadella",109.1527,54.1178,"s11_18_05_22_4x_class_data.csv","18/05/2022","x4",11,1,4,"no","yes","no","no","lepadella"
"lepadella_abun",98.1458,63.2903,"s11_18_05_22_4x_class_data.csv","18/05/2022","x4",11,1,4,"no","yes","no","no","lepadella"
"nauplius_abun",151.3462,107.3183,"s11_18_05_22_4x_class_data.csv","18/05/2022","x4",11,1,4,"no","yes","no","no","nauplius"
"nauplius_abun",149.5118,127.4977,"s11_18_05_22_4x_class_data.csv","18/05/2022","x4",11,1,4,"no","yes","no","no","nauplius"
"nauplius_abun",180.6983,118.3252,"s11_18_05_22_4x_class_data.csv","18/05/2022","x4",11,1,4,"no","yes","no","no","nauplius"
"nauplius_abun",153.1807,101.8148,"s11_18_05_22_4x_class_data.csv","18/05/2022","x4",11,1,4,"no","yes","no","no","nauplius"
"nauplius_abun",186.2018,166.0223,"s11_18_05_22_4x_class_data.csv","18/05/2022","x4",11,1,4,"no","yes","no","no","nauplius"
"nauplius_abun",169.6912,105.4838,"s11_18_05_22_4x_class_data.csv","18/05/2022","x4",11,1,4,"no","yes","no","no","nauplius"
"nauplius_abun",140.3392,112.8217,"s11_18_05_22_4x_class_data.csv","18/05/2022","x4",11,1,4,"no","yes","no","no","nauplius"
"nauplius_abun",158.6842,112.8217,"s11_18_05_22_4x_class_data.csv","18/05/2022","x4",11,1,4,"no","yes","no","no","nauplius"
"nauplius",191.7053,147.6773,"s110_18_05_22_x4_cl_data.csv","18/05/2022","x4",110,7,7,"no","no","yes","no","nauplius"
"nauplius",272.4232,178.8638,"s110_18_05_22_x4_cl_data.csv","18/05/2022","x4",110,7,7,"no","no","yes","no","nauplius"
"nauplius",178.8638,118.3252,"s110_18_05_22_x4_cl_data.csv","18/05/2022","x4",110,7,7,"no","no","yes","no","nauplius"
"nauplius",167.8568,105.4838,"s110_18_05_22_x4_cl_data.csv","18/05/2022","x4",110,7,7,"no","no","yes","no","nauplius"
"nauplius",162.3533,116.4908,"s110_18_05_22_x4_cl_data.csv","18/05/2022","x4",110,7,7,"no","no","yes","no","nauplius"
"nauplius",292.6028,222.8918,"s110_18_05_22_x4_cl_data.csv","18/05/2022","x4",110,7,7,"no","no","yes","no","nauplius"
"nauplius",180.6983,112.8217,"s110_18_05_22_x4_cl_data.csv","18/05/2022","x4",110,7,7,"no","no","yes","no","nauplius"
"nauplius",298.1062,226.5608,"s110_18_05_22_x4_cl_data.csv","18/05/2022","x4",110,7,7,"no","no","yes","no","nauplius"
"nauplius",288.9337,217.3882,"s110_18_05_22_x4_cl_data.csv","18/05/2022","x4",110,7,7,"no","no","yes","no","nauplius"
"nauplius",349.4723,222.8918,"s110_18_05_22_x4_cl_data.csv","18/05/2022","x4",110,7,7,"no","no","yes","no","nauplius"
"chydorus",356.8102,285.2647,"s110_18_05_22_x4_cl_data.csv","18/05/2022","x4",110,7,7,"no","no","yes","no","chydorus"
"lepadella",94.4767,63.2903,"s110_18_05_22_x4_cl_data.csv","18/05/2022","x4",110,7,7,"no","no","yes","no","lepadella"
"lepadella",123.8287,57.7867,"s110_18_05_22_x4_cl_data.csv","18/05/2022","x4",110,7,7,"no","no","yes","no","lepadella"
"lepadella",85.3042,55.9522,"s110_18_05_22_x4_cl_data.csv","18/05/2022","x4",110,7,7,"no","no","yes","no","lepadella"
"lepadella",98.1458,54.1178,"s110_18_05_22_x4_cl_data.csv","18/05/2022","x4",110,7,7,"no","no","yes","no","lepadella"
"lepadella_abun",92.6423,77.9663,"s110_18_05_22_x4_cl_data.csv","18/05/2022","x4",110,7,7,"no","no","yes","no","lepadella"
"lepadella_abun",72.4627,46.7797,"s110_18_05_22_x4_cl_data.csv","18/05/2022","x4",110,7,7,"no","no","yes","no","lepadella"
"lepadella_abun",136.6703,59.6213,"s110_18_05_22_x4_cl_data.csv","18/05/2022","x4",110,7,7,"no","no","yes","no","lepadella"
"lepadella_abun",116.4908,46.7797,"s110_18_05_22_x4_cl_data.csv","18/05/2022","x4",110,7,7,"no","no","yes","no","lepadella"
"lepadella_abun",90.8077,57.7867,"s110_18_05_22_x4_cl_data.csv","18/05/2022","x4",110,7,7,"no","no","yes","no","lepadella"
"lepadella_abun",94.4767,61.4558,"s110_18_05_22_x4_cl_data.csv","18/05/2022","x4",110,7,7,"no","no","yes","no","lepadella"
"lepadella_abun",77.9663,61.4558,"s110_18_05_22_x4_cl_data.csv","18/05/2022","x4",110,7,7,"no","no","yes","no","lepadella"
"lepadella_abun",98.1458,70.6282,"s110_18_05_22_x4_cl_data.csv","18/05/2022","x4",110,7,7,"no","no","yes","no","lepadella"
"nauplius_abun",358.6447,252.2438,"s110_18_05_22_x4_cl_data.csv","18/05/2022","x4",110,7,7,"no","no","yes","no","nauplius"
"nauplius_abun",191.7053,107.3183,"s110_18_05_22_x4_cl_data.csv","18/05/2022","x4",110,7,7,"no","no","yes","no","nauplius"
"nauplius_abun",244.9058,160.5188,"s110_18_05_22_x4_cl_data.csv","18/05/2022","x4",110,7,7,"no","no","yes","no","nauplius"
"nauplius_abun",193.5397,142.1738,"s110_18_05_22_x4_cl_data.csv","18/05/2022","x4",110,7,7,"no","no","yes","no","nauplius"
"nauplius_abun",162.3533,112.8217,"s110_18_05_22_x4_cl_data.csv","18/05/2022","x4",110,7,7,"no","no","yes","no","nauplius"
"nauplius_abun",283.4303,167.8568,"s110_18_05_22_x4_cl_data.csv","18/05/2022","x4",110,7,7,"no","no","yes","no","nauplius"
"nauplius_abun",162.3533,112.8217,"s110_18_05_22_x4_cl_data.csv","18/05/2022","x4",110,7,7,"no","no","yes","no","nauplius"
"nauplius_abun",233.8988,109.1527,"s110_18_05_22_x4_cl_data.csv","18/05/2022","x4",110,7,7,"no","no","yes","no","nauplius"
"nauplius_abun",175.1947,87.1388,"s110_18_05_22_x4_cl_data.csv","18/05/2022","x4",110,7,7,"no","no","yes","no","nauplius"
"nauplius_abun",151.3462,114.6563,"s110_18_05_22_x4_cl_data.csv","18/05/2022","x4",110,7,7,"no","no","yes","no","nauplius"
"nauplius_abun",202.7123,110.9873,"s110_18_05_22_x4_cl_data.csv","18/05/2022","x4",110,7,7,"no","no","yes","no","nauplius"
"nauplius_abun",270.5888,193.5397,"s110_18_05_22_x4_cl_data.csv","18/05/2022","x4",110,7,7,"no","no","yes","no","nauplius"
"nauplius_abun",158.6842,123.8287,"s110_18_05_22_x4_cl_data.csv","18/05/2022","x4",110,7,7,"no","no","yes","no","nauplius"
"nauplius_abun",167.8568,107.3183,"s110_18_05_22_x4_cl_data.csv","18/05/2022","x4",110,7,7,"no","no","yes","no","nauplius"
"nauplius_abun",239.4023,105.4838,"s110_18_05_22_x4_cl_data.csv","18/05/2022","x4",110,7,7,"no","no","yes","no","nauplius"
"nauplius_abun",155.0153,127.4977,"s110_18_05_22_x4_cl_data.csv","18/05/2022","x4",110,7,7,"no","no","yes","no","nauplius"
"nauplius_abun",178.8638,110.9873,"s110_18_05_22_x4_cl_data.csv","18/05/2022","x4",110,7,7,"no","no","yes","no","nauplius"
"nauplius_abun",153.1807,109.1527,"s110_18_05_22_x4_cl_data.csv","18/05/2022","x4",110,7,7,"no","no","yes","no","nauplius"
"nauplius_abun",292.6028,123.8287,"s110_18_05_22_x4_cl_data.csv","18/05/2022","x4",110,7,7,"no","no","yes","no","nauplius"
"nauplius_abun",180.6983,85.3042,"s110_18_05_22_x4_cl_data.csv","18/05/2022","x4",110,7,7,"no","no","yes","no","nauplius"
"nauplius_abun",133.0012,101.8148,"s110_18_05_22_x4_cl_data.csv","18/05/2022","x4",110,7,7,"no","no","yes","no","nauplius"
"nauplius",200.8777,142.1738,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","nauplius"
"nauplius",277.9268,197.2088,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","nauplius"
"nauplius",178.8638,112.8217,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","nauplius"
"nauplius",226.5608,162.3533,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","nauplius"
"nauplius",336.6307,199.0433,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","nauplius"
"nauplius",186.2018,112.8217,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","nauplius"
"nauplius",171.5257,109.1527,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","nauplius"
"nauplius",171.5257,127.4977,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","nauplius"
"nauplius",213.7192,127.4977,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","nauplius"
"nauplius",186.2018,118.3252,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","nauplius"
"nauplius",169.6912,127.4977,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","nauplius"
"nauplius",171.5257,121.9943,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","nauplius"
"nauplius",180.6983,144.0083,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","nauplius"
"nauplius",199.0433,145.8427,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","nauplius"
"keratella_cochlearis",288.9337,92.6423,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","keratella_cochlearis"
"lepadella",105.4838,63.2903,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","lepadella"
"lepadella",96.3113,57.7867,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","lepadella"
"lepadella",77.9663,46.7797,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","lepadella"
"lepadella",77.9663,52.2833,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","lepadella"
"lepadella",107.3183,55.9522,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","lepadella"
"lepadella",90.8077,43.1108,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","lepadella"
"lepadella",98.1458,63.2903,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","lepadella"
"lepadella",114.6563,79.8008,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","lepadella"
"nauplius_abun",272.4232,199.0433,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","nauplius"
"nauplius_abun",255.9128,134.8357,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","nauplius"
"nauplius_abun",151.3462,120.1598,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","nauplius"
"nauplius_abun",184.3673,123.8287,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","nauplius"
"nauplius_abun",243.0712,186.2018,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","nauplius"
"nauplius_abun",276.0922,131.1668,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","nauplius"
"nauplius_abun",215.5538,109.1527,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","nauplius"
"nauplius_abun",305.4443,162.3533,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","nauplius"
"nauplius_abun",283.4303,182.5327,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","nauplius"
"nauplius_abun",191.7053,123.8287,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","nauplius"
"nauplius_abun",160.5188,110.9873,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","nauplius"
"nauplius_abun",173.3603,114.6563,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","nauplius"
"nauplius_abun",189.8708,120.1598,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","nauplius"
"nauplius_abun",94.4767,68.7938,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","nauplius"
"nauplius_abun",142.1738,118.3252,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","nauplius"
"nauplius_abun",160.5188,125.6633,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","nauplius"
"nauplius_abun",178.8638,103.6492,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","nauplius"
"nauplius_abun",169.6912,109.1527,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","nauplius"
"nauplius_abun",171.5257,94.4767,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","nauplius"
"nauplius_abun",136.6703,118.3252,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","nauplius"
"nauplius_abun",158.6842,123.8287,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","nauplius"
"nauplius_abun",270.5888,217.3882,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","nauplius"
"nauplius_abun",173.3603,140.3392,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","nauplius"
"nauplius_abun",175.1947,110.9873,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","nauplius"
"nauplius_abun",153.1807,88.9733,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","nauplius"
"nauplius_abun",318.2858,189.8708,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","nauplius"
"nauplius_abun",177.0292,98.1458,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","nauplius"
"nauplius_abun",182.5327,114.6563,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","nauplius"
"nauplius_abun",164.1877,118.3252,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","nauplius"
"nauplius_abun",149.5118,120.1598,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","nauplius"
"nauplius_abun",155.0153,79.8008,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","nauplius"
"nauplius_abun",142.1738,109.1527,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","nauplius"
"nauplius_abun",171.5257,133.0012,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","nauplius"
"nauplius_abun",195.3742,101.8148,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","nauplius"
"nauplius_abun",180.6983,112.8217,"s111_18_05_22_x4_cl_data.csv","18/05/2022","x4",111,7,3,"yes","no","yes","no","nauplius"
"nauplius",186.2018,121.9943,"s112_18_05_22_x4_cl_data.csv","18/05/2022","x4",112,7,13,"no","no","yes","yes","nauplius"
